,hashtag,mention
10099,,mlungisi_baso
10100,,CityPowerJhb
10101,,miracleauthor
10102,,JHBWater
10103,,tunku5
10104,,CleanerJoburg
10105,,mphomoerane
10106,,miracleauthor
10107,,JHBWater
10108,,JHBWater
10109,,CityPowerJhb
10110,,SpectrographSA
10111,,JoburgMPD
10112,,NatsDaSilva
10113,,JHBWater
10114,,Mzzala_
10115,,CoJhousing
10116,,VaderRSA
10117,,Minikindra
10118,,JHBWater
10119,,RDominiqueMM
10120,,JoburgFinance
10121,,CityPowerJhb
10122,,JoburgMPD
10123,,JoburgMPD
10124,,CityPowerJhb
10125,,CityPowerJhb
10126,,CityofJoburgZA
10127,,LumkoJohnson
10128,,GP_DHS
10129,,GeoffMakhubo
10130,,AG66614
10131,,CityPowerJhb
10132,,CityPowerJhb
10133,,NeoMerafi
10134,,JoburgWater
10135,,JHBWater
10136,,JhbPartnership
10137,,CityofJoburgZA
10138,,Ke_Spoiler
10139,,CityPowerJhb
10140,,Sazi_Mo
10141,,Eskom_SA
10142,,GP_DHS
10143,,GeoffMakhubo
10144,,CityofJoburgZA
10145,,WallieVW
10146,,JHBWater
10147,,GeoffMakhubo
10148,,Rabzy02
10149,,JHBWater
10150,,JHBWater
10151,,JoburgFinance
10152,,mcfiebiger
10153,,JHBWater
10154,,pma_vanzyl
10155,,CityPowerJhb
10156,,CityPowerJhb
10157,,CityPowerJhb
10158,,fran8307
10159,,JHBWater
10160,,CityPowerJhb
10161,,JoburgFinance
10162,,EasestyleB
10163,,adtotweet
10164,,emkay_sticker
10165,,SebogodiMagare
10166,,Estate1234e
10167,,JHBWater
10168,,JHBWater
10169,,CoJhousing
10170,,GeoffMakhubo
10171,,mlungisi_baso
10172,,GP_DHS
10173,,CityofJoburgZA
10174,,GeoffMakhubo
10175,,GP_DHS
10176,,GeoffMakhubo
10177,,mlungisi_baso
10178,,Eskom_SA
10179,,News24
10180,,eNCA
10181,,Minikindra
10182,,JHBWater
10183,,JHBWater
10184,,JHBWater
10185,,tWeatherSA
10186,,henky_markhams
10187,,TeamNews24
10188,,JoburgFinance
10189,,visiontactical
10190,,CityTshwane
10191,,City_Ekurhuleni
10192,,yaseentheba
10193,,PSiRALive
10194,,RK_Gazette
10195,,ChangeAgentSA
10196,,ER24CEO
10197,,CrimeLookoutS
10198,,khondlo1
10199,,stolencarRSA
10200,,eksdomSA
10201,,JoburgMPD
10202,,CityPowerJhb
10203,,CityofJoburgZA
10204,,GP_DHS
10205,,CityofJoburgZA
10206,,GeoffMakhubo
10207,,mlungisi_baso
10208,,GP_DHS
10209,,CityofJoburgZA
10210,,the_hda
10211,,GeoffMakhubo
10212,,Plan_and_Use
10213,,CivicTechAfrica
10214,,CityofJoburgZA
10215,,SACitiesNetwork
10216,,CityofJoburgZA
10217,,GautengProvince
10218,,David_Makhura
10219,,GP_DHS
10220,,mlungisi_baso
10221,,CityofJoburgZA
10222,,CoJhousing
10223,,GeoffMakhubo
10224,,mlungisi_baso
10225,,sam740913
10226,,GeoffMakhubo
10227,,chocoqueens
10228,,CityPowerJhb
10229,,CityPowerJhb
10230,,PositivelyNot
10231,,CleanerJoburg
10232,,GeoffMakhubo
10233,,CleanerJoburg
10234,,9176fce35ae8443
10235,,MyJRA
10236,,MyJRA
10237,,VisitConHill
10238,,9176fce35ae8443
10239,,MyJRA
10240,,Skypemek1
10241,,CleanerJoburg
10242,,mphomoerane
10243,,CleanerJoburg
10244,,YBlerk
10245,,MyJRA
10246,,CoJTransport
10247,,MyJRA
10248,,GreerGun
10249,,JHBWater
10250,,JHBWater
10251,,YvetreF
10252,,CityPowerJhb
10253,,Ghost_Android
10254,,JHBWater
10255,,JHBWater
10256,,Vincenz59109253
10257,,CityPowerJhb
10258,,ZAPU_Soweto
10259,,masentle_NEO
10260,,SAPoliceService
10261,,JoburgMPD
10262,,coj_gfis
10263,,Estate1234e
10264,,Eskom_SA
10265,,CityPowerJhb
10266,,CityPowerJhb
10267,,GeoffMakhubo
10268,,mlungisi_baso
10269,,BonronL
10270,,OskaA20
10271,,JHBWater
10272,,realFauda
10273,,JHBWater
10274,,GeoffMakhubo
10275,,MatongoMmc
10276,,GeoffMakhubo
10277,,mlungisi_baso
10278,,GeoffMakhubo
10279,,MorningLiveSABC
10280,,Miss_FirstLady
10281,,JHBWater
10282,,SAfmRadio
10283,,CityofJoburgZA
10284,,OskaA20
10285,,JHBWater
10286,,SAWeatherServic
10287,,MsMashingaidze
10288,,mcfiebiger
10289,,JHBWater
10290,,Gregory54507433
10291,,CityPowerJhb
10292,,CityPowerJhb
10293,,BazzaLvt
10294,,JHBWater
10295,,DaluCele
10296,,JHBWater
10297,,JHBWater
10298,,JHBWater
10299,,JHBWater
10300,,CleanerJoburg
10301,,ntsikiskhosa
10302,,CityPowerJhb
10303,,Nasreen2219
10304,,DrZweliMkhize
10305,,GautengHealth
10306,,sifiso__dladla
10307,,JoburgMPD
10308,,SAPoliceService
10309,,TpcTurnkey
10310,,SimranKindra
10311,,JHBWater
10312,,JHBWater
10313,,AG66614
10314,,MatongoMmc
10315,,MyJRA
10316,,trevkek
10317,,GeoffMakhubo
10318,,Bhaze_Tembisa
10319,,JHBWater
10320,,randburg_sun
10321,,JHBWater
10322,,CleanVillage
10323,,JHBWater
10324,,mphomoerane
10325,,JHBWater
10326,,AkidaJamba
10327,,MatongoMmc
10328,,JHBWater
10329,,JoburgFinance
10330,,NatsDaSilva
10331,,JHBWater
10332,,JHBWater
10333,,CleanerJoburg
10334,,CityPowerJhb
10335,,Pzyphozy4
10336,,ReaVayaBus
10337,,MatongoMmc
10338,,debbyedelstein
10339,,JHBWater
10340,,MatongoMmc
10341,,Minikindra
10342,,JHBWater
10343,,Speaker_CoJ
10344,,MatongoMmc
10345,,CityofJoburgZA
10346,,MatongoMmc
10347,,CityofJoburgZA
10348,,Sihle_MG
10349,,Speaker_CoJ
10350,,JHBWater
10351,,ephymol14
10352,,JoburgMPD
10353,,RealUreru
10354,,saibpp
10355,,YIPA_SA
10356,,SaibppY
10357,,SACitiesNetwork
10358,,ofuturecities
10359,,Ventureburn
10360,,SMESouthAfrica
10361,,AssetMagazine
10362,,Speaker_CoJ
10363,,Speaker_CoJ
10364,,CityofJoburgZA
10365,,BarrieS08571758
10366,,MMCMallyMokoena
10367,,CoJPublicSafety
10368,,CoJPublicSafety
10369,,CalvinP5
10370,,JoburgMPD
10371,,ewn
10372,,Jules21717879
10373,,CleanerJoburg
10374,,MMCEuniceMgcina
10375,,MatongoMmc
10376,,Speaker_CoJ
10377,,CityofJoburgZA
10378,,Speaker_CoJ
10379,,CityofJoburgZA
10380,,Laret_van_N
10381,,JHBWater
10382,,Our_DA
10383,,JHBWater
10384,,atishjogi
10385,,JHBPublicSpace
10386,,JHBWater
10387,,JHBWater
10388,,Agz1lla
10389,,JoburgFinance
10390,,tumelosebothoma
10391,,LungaMafilika
10392,,GeoffMakhubo
10393,,PNcoyini
10394,,JHBWater
10395,,JHBWater
10396,,Selvan01
10397,,MyJRA
10398,,GeoffMakhubo
10399,,MyJRA
10400,,atishjogi
10401,,shaunmanzi
10402,,yacoobc
10403,,CityPowerJhb
10404,,YABulbulia
10405,,KishoreBadal
10406,,ZarinaMotala
10407,,CityPowerJhb
10408,,Cyaak471
10409,,JHBPublicSpace
10410,,JHBWater
10411,,JHBWater
10412,,yolziyolz
10413,,BrumaSouth
10414,,CityPowerJhb
10415,,CllrNeuren
10416,,SACitiesNetwork
10417,,convert_3
10418,,CityTshwane
10419,,JHBWater
10420,,CityPowerJhb
10421,,MyJRA
10422,,drdipreddy
10423,,CleanerJoburg
10424,,mphomoerane
10425,,Speaker_CoJ
10426,,CityofJoburgZA
10427,,c_live4lyf
10428,,MyJRA
10429,,JoburgFinance
10430,,CityofJoburgZA
10431,,MatongoMmc
10432,,ofuturecities
10433,,SmartCityexpo
10434,,raymond43017961
10435,,JoburgMPD
10436,,CoJPublicSafety
10437,,GeoffMakhubo
10438,,MMCMallyMokoena
10439,,GP_CommSafety
10440,,Abramjee
10441,,PrinceNdamase
10442,,yolziyolz
10443,,JoburgFinance
10444,,GeoffMakhubo
10445,,MatongoMmc
10446,,MrsShuping
10447,,Speaker_CoJ
10448,,Speaker_CoJ
10449,,Speaker_CoJ
10450,,Loyiso_Masuku
10451,,MatongoMmc
10452,,GeoffMakhubo
10453,,GeoffMakhubo
10454,,GeoffMakhubo
10455,,GeoffMakhubo
10456,,CityofJoburgZA
10457,,eThekwiniM
10458,,eThekwiniM
10459,,CleanVillage
10460,,news_kae
10461,,MatongoMmc
10462,,CityofJoburgZA
10463,,NationalCoGTA
10464,,goolammv
10465,,GeoffMakhubo
10466,,CityofJoburgZA
10467,,aabanoo
10468,,BonoloRamokhele
10469,,WitsUniversity
10470,,ANCJHB
10471,,GeoffMakhubo
10472,,SirJUMOK
10473,,GeoffMakhubo
10474,,SirJUMOK
10475,,GeoffMakhubo
10476,,Doctor5643
10477,,GeoffMakhubo
10478,,Doctor5643
10479,,GeoffMakhubo
10480,,chantelle4u
10481,,GeoffMakhubo
10482,,MyJRA
10483,,SirJUMOK
10484,,GeoffMakhubo
10485,,GeoffMakhubo
10486,,CityofJoburgZA
10487,,LungaMafilika
10488,,GeoffMakhubo
10489,,GeoffMakhubo
10490,,CityofJoburgZA
10491,,Mpho_Hlaps
10492,,DSW_ZA
10493,,CityofJoburgZA
10494,,Plan_and_Use
10495,,adtotweet
10496,,collectorsplace
10497,,Double_T11
10498,,Loyiso_Masuku
10499,,CityofJoburgZA
10500,,Speaker_CoJ
10501,,Speaker_CoJ
10502,,CityPowerJhb
10503,,CityPowerJhb
10504,,LathaYusuf
10505,,DaBeegJo
10506,,JHBWater
10507,,CityPowerJhb
10508,,PrinceNdamase
10509,,CityofJoburgZA
10510,,cmp026
10511,,JHBWater
10512,,JHBWater
10513,,PurpleM
10514,,TrafficRTMC
10515,,Shingy85
10516,,_ArriveAlive
10517,,GovernmentZA
10518,,MbalulaFikile
10519,,GTP_Traffstats
10520,,TransportLimCom
10521,,CharlotteKoker
10522,,JHBWater
10523,,JHBWater
10524,,CleanerJoburg
10525,,leeoncemore
10526,,JHBWater
10527,,nicolette_sand
10528,,CleanerJoburg
10529,,CleanerJoburg
10530,,leeoncemore
10531,,MyJRA
10532,,CityPowerJhb
10533,,wmutahi
10534,,CleanerJoburg
10535,,440_Urban
10536,,CityofJoburgZA
10537,,kutloano_mogudi
10538,,CityPowerJhb
10539,,Lauren_Det
10540,,MyJRA
10541,,SAWeatherServic
10542,,lebo_babu
10543,,JayteeSass
10544,,cmp026
10545,,JHBWater
10546,,JHBWater
10547,,harisc25
10548,,CleanerJoburg
10549,,beyond__blue
10550,,JoburgMPD
10551,,coj_gfis
10552,,PurpleM
10553,,TrafficRTMC
10554,,Shingy85
10555,,_ArriveAlive
10556,,GovernmentZA
10557,,MbalulaFikile
10558,,GTP_Traffstats
10559,,TransportLimCom
10560,,CharlotteKoker
10561,,JHBWater
10562,,JHBWater
10563,,FemmeAfricana
10564,,Speaker_CoJ
10565,,CityofJoburgZA
10566,,CityofJoburgZA
10567,,JHBWater
10568,,CleanerJoburg
10569,,mphomoerane
10570,,clarepetra
10571,,JoburgWater
10572,,JHBWater
10573,,KimH8078
10574,,JHBWater
10575,,JHBWater
10576,,KingMditshane
10577,,mudengu
10578,,mudengu
10579,,RuthStead
10580,,MyJRA
10581,,jhbombudsman
10582,,SKmtshali
10583,,GeoffMakhubo
10584,,BronnieGroves
10585,,JHBWater
10586,,JHBWater
10587,,Heidi_Mollentze
10588,,GTP_Traffstats
10589,,JoburgMPD
10590,,MyJRA
10591,,MatongoMmc
10592,,Ghost_Android
10593,,JoburgMPD
10594,,SAPoliceService
10595,,makuyamike
10596,,JHBWater
10597,,DAnointedPoet
10598,,Eskom_SA
10599,,PublicProtector
10600,,DJAnkletap
10601,,Eskom_SA
10602,,Nobuhlencube
10603,,JoburgWater
10604,,JHBWater
10605,,robertburger9
10606,,JHBWater
10607,,WSresidents
10608,,JHBWestdene
10609,,Phansi87
10610,,JoburgWater
10611,,JHBWater
10612,,JHBPublicSpace
10613,,JHBWater
10614,,JHBWater
10615,,Ipeleng88335298
10616,,CityofJoburgEMS
10617,,CityofJoburgEMS
10618,,RobertMulaudzi
10619,,margotglyn
10620,,JHBWater
10621,,JHBWater
10622,,CleanerJoburg
10623,,joburgtheatre
10624,,FathimaPeer1
10625,,CityPowerJhb
10626,,CityPowerJhb
10627,,MabasoKholeka
10628,,mphomoerane
10629,,CityPowerJhb
10630,,SABCNews
10631,,CleanerJoburg
10632,,JHBWater
10633,,CityofJoburgZA
10634,,Le_Awsum
10635,,JHBWater
10636,,SueElenvdw
10637,,mphomoerane
10638,,JoburgMPD
10639,,Joseph08Dube
10640,,JoburgWater
10641,,JHBWater
10642,,MabasoKholeka
10643,,mphomoerane
10644,,CityPowerJhb
10645,,SABCNews
10646,,CleanerJoburg
10647,,JHBWater
10648,,YvetreF
10649,,CityPowerJhb
10650,,YvetreF
10651,,LuciaSonandi
10652,,CityPowerJhb
10653,,YvetreF
10654,,CityPowerJhb
10655,,mphomoerane
10656,,SABCNews
10657,,ClaytonOIS
10658,,mphomoerane
10659,,Newzroom405
10660,,BraWilly_Seyama
10661,,The_eNitiaters
10662,,LuciaSonandi
10663,,Yfm
10664,,METROFMSA
10665,,ukhozi_fm
10666,,LesediFM
10667,,MorningLiveSABC
10668,,5FM
10669,,947fm
10670,,djwitaphd
10671,,CleanerJoburg
10672,,Nick_Louw
10673,,JHBWater
10674,,GreerGun
10675,,JHBWater
10676,,daward73jhb
10677,,Alina62876605
10678,,SAWeatherServic
10679,,CleanerJoburg
10680,,khutso000
10681,,LuciaSonandi
10682,,Rieger19
10683,,MyJRA
10684,,MyJRA
10685,,AyandaGqoli
10686,,LuciaSonandi
10687,,LuciaSonandi
10688,,The_eNitiaters
10689,,CityofJoburgZA
10690,,mpho_nakana25
10691,,aphilippathing
10692,,JoanneGJoseph
10693,,Radio702
10694,,SAWeatherServic
10695,,CleanerJoburg
10696,,CityofJoburgZA
10697,,natalie_kalil
10698,,JHBWater
10699,,CityofJoburgZA
10700,,jamilamabunda
10701,,JHBWater
10702,,Chelsea20185
10703,,Chelsea20185
10704,,GIZZA54196289
10705,,kg_lenyora
10706,,CityPowerJhb
10707,,Eskom_SA
10708,,fakugesi
10709,,TshimologongIT
10710,,TshimologongIT
10711,,TshimologongIT
10712,,BraWilly_Seyama
10713,,The_eNitiaters
10714,,Twitter
10715,,AfricaFactsZone
10716,,City_Press
10717,,City_Ekurhuleni
10718,,CityofCT
10719,,CityTshwane
10720,,The_eNitiaters
10721,,CityofJoburgZA
10722,,fakugesi
10723,,CityofJoburgZA
10724,,TshimologongIT
10725,,fakugesi
10726,,sfutho_Khumalo
10727,,JoburgMPD
10728,,coj_gfis
10729,,Buda_sa
10730,,CityPowerJhb
10731,,mphomoerane
10732,,CityPowerJhb
10733,,Eldidy
10734,,JHBWater
10735,,Ghost_Android
10736,,CityPowerJhb
10737,,CityPowerJhb
10738,,beabetterjoburg
10739,,CleanerJoburg
10740,,JoburgParksZoo
10741,,neilsolo_sa
10742,,JHBWater
10743,,Gregory54507433
10744,,CityPowerJhb
10745,,CyrilRamaphosa
10746,,Anele
10747,,DJFreshSA
10748,,CityPowerJhb
10749,,JoburgMPD
10750,,CleanerJoburg
10751,,mphomoerane
10752,,CityofJoburgZA
10753,,Speaker_CoJ
10754,,CityofJoburgZA
10755,,Parkhurst_JHB
10756,,CityofJoburgZA
10757,,cezannevdw
10758,,JHBWater
10759,,CityPowerJhb
10760,,JHBWater
10761,,JohannesDressl2
10762,,JoburgWater
10763,,JHBWater
10764,,KevFabFood
10765,,JHBWater
10766,,sunninghillnews
10767,,Fourways_Review
10768,,AstridAvdm
10769,,antisocialightt
10770,,JHBWater
10771,,JHBWater
10772,,Priscfree05
10773,,Priscfree05
10774,,CityPowerJhb
10775,,JHBWater
10776,,YoliRatshitanga
10777,,lebelo_tebza
10778,,MyJRA
10779,,MabokoItumeleng
10780,,eThekwiniM
10781,,The_eNitiaters
10782,,izziewithaY
10783,,eThekwiniM
10784,,The_eNitiaters
10785,,DrZweliMkhize
10786,,CityPowerJhb
10787,,mindful_parent1
10788,,JHBWater
10789,,dudu01_dee
10790,,CleanerJoburg
10791,,CleanerJoburg
10792,,DrZweliMkhize
10793,,mphomoerane
10794,,CharlotteKoker
10795,,JHBWater
10796,,CityofJoburgZA
10797,,PalesaLuphondo
10798,,CityPowerJhb
10799,,eThekwiniM
10800,,The_eNitiaters
10801,,CityofJoburgZA
10802,,JoburgFinance
10803,,DavidCOJ102
10804,,JHBWater
10805,,eThekwiniM
10806,,Tebogo_leaha
10807,,GovernmentZA
10808,,GeoffMakhubo
10809,,Eskom_SA
10810,,Rashid_01877
10811,,CityPowerJhb
10812,,sahara67
10813,,CityPowerJhb
10814,,CityPowerJhb
10815,,DinilesizweGeya
10816,,CleanerJoburg
10817,,mphomoerane
10818,,CleanerJoburg
10819,,eThekwiniM
10820,,JoburgMPD
10821,,Tebogo_leaha
10822,,GovernmentZA
10823,,GeoffMakhubo
10824,,lolosizwe
10825,,JHBWater
10826,,JHBWater
10827,,mphomoerane
10828,,Alina62876605
10829,,JHBWater
10830,,MichelleSmithZA
10831,,Bongaaa27
10832,,ArnoldsMmc
10833,,CityofJoburgZA
10834,,LMoshwane
10835,,CoJPublicSafety
10836,,CityofJoburgZA
10837,,MMCMallyMokoena
10838,,JoburgMPD
10839,,tracer2129
10840,,CoJPublicSafety
10841,,MMCMallyMokoena
10842,,fakugesi
10843,,TshimologongIT
10844,,EnochLeayaSegop
10845,,MommyMellleey
10846,,ReaVayaBus
10847,,Desre91530784
10848,,JHBWater
10849,,Kay_map
10850,,Tlhalefi2
10851,,JoburgMPD
10852,,CoJPublicSafety
10853,,GeoffMakhubo
10854,,CleanerJoburg
10855,,Kay_map
10856,,tatscheeze
10857,,JoburgMPD
10858,,CoJPublicSafety
10859,,Tseli_Weli
10860,,drdipreddy
10861,,CleanerJoburg
10862,,mphomoerane
10863,,CleanerJoburg
10864,,CrozierMark
10865,,tlmlotshwa
10866,,JHBWater
10867,,Our_DA
10868,,ANCJHB
10869,,GeoffMakhubo
10870,,JHBWater
10871,,JHBWater
10872,,Starrubyx
10873,,JHBWater
10874,,isalloo
10875,,JHBWater
10876,,GautengProvince
10877,,MyBuccleuch
10878,,Bongaaa27
10879,,Mpumi_Mtintso
10880,,Tlhalefi2
10881,,JoburgMPD
10882,,CoJPublicSafety
10883,,GeoffMakhubo
10884,,kagisodoc
10885,,makenasquared
10886,,JoburgWater
10887,,Tseli_Weli
10888,,CityPowerJhb
10889,,mcfiebiger
10890,,JHBWater
10891,,Tseli_Weli
10892,,GreerGun
10893,,JHBWater
10894,,daward73jhb
10895,,JHBWater
10896,,Linesh_patel
10897,,JHBWater
10898,,JHBWater
10899,,khani_hlahla
10900,,CleanerJoburg
10901,,mphomoerane
10902,,CleanerJoburg
10903,,DaBeegJo
10904,,CityPowerJhb
10905,,JHBWater
10906,,Linesh_patel
10907,,JHBWater
10908,,Linesh_patel
10909,,JHBWater
10910,,JHBWater
10911,,CityPowerJhb
10912,,Giddz247
10913,,JHBWater
10914,,CityofJoburgZA
10915,,DiteboMS
10916,,Dallenwyck
10917,,JHBWater
10918,,CleanerJoburg
10919,,mphomoerane
10920,,mphomoerane
10921,,CleanerJoburg
10922,,CityofJoburgZA
10923,,CityPowerJhb
10924,,CityPowerJhb
10925,,JHBWater
10926,,Nolanga11
10927,,CityPowerJhb
10928,,2meleng
10929,,mphomoerane
10930,,CityPowerJhb
10931,,sbudawajacko
10932,,CleanerJoburg
10933,,mphomoerane
10934,,CityofJoburgZA
10935,,JoburgMetrobus
10936,,ReaVayaBus
10937,,JoburgMetrobus
10938,,CityofJoburgZA
10939,,Rieger19
10940,,MyJRA
10941,,Rieger19
10942,,MatongoMmc
10943,,LeahK28
10944,,Thabo_Says
10945,,JHBWater
10946,,mcfiebiger
10947,,vishika28
10948,,MarcelSigg
10949,,JHBWater
10950,,MyJRA
10951,,GeoffMakhubo
10952,,NHMakhuba
10953,,DavidCOJ102
10954,,terbo
10955,,CleanerJoburg
10956,,mphomoerane
10957,,CleanerJoburg
10958,,Starrubyx
10959,,JHBWater
10960,,marilynmthabela
10961,,GeoffMakhubo
10962,,CleanerJoburg
10963,,mcfiebiger
10964,,MarcelSigg
10965,,JHBWater
10966,,Starrubyx
10967,,JHBWater
10968,,JHBWater
10969,,Cue_Aluta
10970,,mphomoerane
10971,,JoburgWater
10972,,JHBWater
10973,,JHBWater
10974,,NothandoNtuli
10975,,LadySakhe
10976,,KevFabFood
10977,,JHBWater
10978,,sunninghillnews
10979,,JHBWater
10980,,CrozierMark
10981,,JHBWater
10982,,JHBWater
10983,,nkonzo1976
10984,,JoburgMPD
10985,,CoJPublicSafety
10986,,GeoffMakhubo
10987,,MMCMallyMokoena
10988,,PrinceNdamase
10989,,LMoshwane
10990,,GP_CommSafety
10991,,RetDeon
10992,,CleanerJoburg
10993,,CleanerJoburg
10994,,TumeloBore
10995,,MbuleloBezu
10996,,CleanerJoburg
10997,,mphomoerane
10998,,CleanerJoburg
10999,,CityofJoburgZA
11000,,TheSADAG
11001,,NwosuWabsy
11002,,GP_CommSafety
11003,,Speaker_CoJ
11004,,GeoffMakhubo
11005,,CityofJoburgZA
11006,,Cue_Aluta
11007,,JoburgWater
11008,,JHBWater
11009,,amoleejane
11010,,KxD_GxNxUS
11011,,nabellz_
11012,,Talaw03
11013,,GeoffMakhubo
11014,,CoJHealth
11015,,1967FAGC
11016,,BeverleyWeweje
11017,,Bweweje
11018,,Beverleyward98
11019,,JoburgParksZoo
11020,,JoburgParksZoo
11021,,kgwatzen
11022,,CleanerJoburg
11023,,Lizzy808
11024,,CleanerJoburg
11025,,mphomoerane
11026,,CleanerJoburg
11027,,CalebFinn1
11028,,CityPowerJhb
11029,,CityofJoburgZA
11030,,mphomoerane
11031,,MaMfikoe
11032,,dazdallydari
11033,,CleanerJoburg
11034,,mphomoerane
11035,,CleanerJoburg
11036,,dazdallydari
11037,,CleanerJoburg
11038,,mphomoerane
11039,,briteless
11040,,Alix_Macchelli
11041,,CleanerJoburg
11042,,mphomoerane
11043,,CleanerJoburg
11044,,briteless
11045,,Ques_creatives
11046,,nabellz_
11047,,dbntourism
11048,,eThekwiniM
11049,,briteless
11050,,nabellz_
11051,,Talhahmganchi
11052,,Ebrahim027
11053,,cezannevdw
11054,,JHBWater
11055,,prakashlutchman
11056,,JHBWater
11057,,Astro_Doug
11058,,JaredEv28372595
11059,,CityofJoburgZA
11060,,Ornethzavi1
11061,,Bomba32728028
11062,,CityPowerJhb
11063,,JHBWater
11064,,Bongz87
11065,,GeoffMakhubo
11066,,JoburgMPD
11067,,JoburgMPD
11068,,JoburgFinance
11069,,CityofJoburgZA
11070,,MatongoMmc
11071,,PapiMabaso
11072,,GeoffMakhubo
11073,,MatongoMmc
11074,,Eskom_SA
11075,,Eskom_SA
11076,,Sony25667623
11077,,casspernyovest
11078,,CityPowerJhb
11079,,CityPowerJhb
11080,,Talaw03
11081,,GeoffMakhubo
11082,,Talaw03
11083,,GeoffMakhubo
11084,,PapiMabaso
11085,,GeoffMakhubo
11086,,MatongoMmc
11087,,Majula90
11088,,rdnyc
11089,,Bomba32728028
11090,,CityPowerJhb
11091,,Speaker_CoJ
11092,,CityofJoburgZA
11093,,Phanny68560887
11094,,JoburgMPD
11095,,CoJPublicSafety
11096,,GeoffMakhubo
11097,,MMCMallyMokoena
11098,,PrinceNdamase
11099,,LMoshwane
11100,,GP_CommSafety
11101,,GeoffMakhubo
11102,,CityofJoburgZA
11103,,Lebo29223786
11104,,cindydubee
11105,,Mfumo_B
11106,,mokhobz12
11107,,rdnyc
11108,,UnDEANiable
11109,,kokonyanem
11110,,MzingisiS
11111,,coj_gfis
11112,,JoburgFinance
11113,,JoburgMPD
11114,,Javas2tone
11115,,ReaVayaBus
11116,,eaglet1975
11117,,CleanerJoburg
11118,,mphomoerane
11119,,CleanerJoburg
11120,,jats212
11121,,JHBWater
11122,,sunninghillnews
11123,,candy007james
11124,,CleanerJoburg
11125,,AndrewSesha
11126,,Bornwise_Chauke
11127,,dazdallydari
11128,,CleanerJoburg
11129,,CleanerJoburg
11130,,kelesomp
11131,,TheSADAG
11132,,JoburgFinance
11133,,chinyembac
11134,,CityPowerJhb
11135,,UnDEANiable
11136,,JoburgParksZoo
11137,,Bornwise_Chauke
11138,,CityofJoburgZA
11139,,LuckyShoman
11140,,nqanawaservices
11141,,LebeyaHospitali
11142,,KevFabFood
11143,,CleanerJoburg
11144,,sunninghillnews
11145,,Fourways_Review
11146,,Sandton_News
11147,,CrozierMark
11148,,JHBWater
11149,,amoleejane
11150,,JHBWater
11151,,SpectrographSA
11152,,CityofJoburgZA
11153,,SiyandaDubazane
11154,,JoburgMPD
11155,,CityofJoburgZA
11156,,GautengProvince
11157,,nicd_sa
11158,,GautengHealth
11159,,JoburgMPD
11160,,SAWeatherServic
11161,,CityPowerJhb
11162,,sowetotheatres
11163,,Assitej_ZA
11164,,clintvanhere
11165,,JHBWater
11166,,clintvanhere
11167,,JHBWater
11168,,delaneyartist
11169,,CleanerJoburg
11170,,JoburgWater
11171,,MyJRA
11172,,GeoffMakhubo
11173,,RetDeon
11174,,CleanerJoburg
11175,,CleanerJoburg
11176,,CrozierMark
11177,,JHBWater
11178,,molatsisetumo1
11179,,JHBWater
11180,,LrtMoleke
11181,,JHBWater
11182,,CleanerJoburg
11183,,mphomoerane
11184,,Mastioo2
11185,,Rego2810
11186,,JoburgMPD
11187,,CityPowerJhb
11188,,CityPowerJhb
11189,,CityofJoburgZA
11190,,JoburgMPD
11191,,GeoffMakhubo
11192,,CityPowerJhb
11193,,CleanerJoburg
11194,,PrinceNdamase
11195,,mphomoerane
11196,,cashdawgie
11197,,MJSivhada
11198,,mlungisi_baso
11199,,Lwazi48712051
11200,,CoJhousing
11201,,CityofJoburgZA
11202,,JoburgFinance
11203,,FreeMariLR
11204,,JoburgFinance
11205,,CityPowerJhb
11206,,Joburgcoza
11207,,Richyriche3
11208,,CleanerJoburg
11209,,CleanerJoburg
11210,,Blackma03571509
11211,,CleanerJoburg
11212,,mphomoerane
11213,,medupem
11214,,David_Makhura
11215,,CoJPublicSafety
11216,,CrozierMark
11217,,modern_hymnary
11218,,JHBWater
11219,,BrookeStanfor16
11220,,bandilemasuku
11221,,TheAfricanArtT1
11222,,coj_gfis
11223,,CityofJoburgZA
11224,,JHBWater
11225,,Kgomotso_Neto
11226,,KasiLove9
11227,,CityofJoburgZA
11228,,JoburgFinance
11229,,CityofJoburgZA
11230,,GautengProvince
11231,,CityPowerJhb
11232,,CityPowerJhb
11233,,440_Urban
11234,,CityofJoburgZA
11235,,Loyiso_Masuku
11236,,JHBWater
11237,,JoburgMPD
11238,,Foodbank_SA
11239,,CoJHealth
11240,,YouthBokamoso
11241,,CityofJoburgZA
11242,,JoburgMPD
11243,,GeoffMakhubo
11244,,Speaker_CoJ
11245,,GeoffMakhubo
11246,,mlungisi_baso
11247,,ArnoldsMmc
11248,,CoJhousing
11249,,GeoffMakhubo
11250,,ArnoldsMmc
11251,,CleanerJoburg
11252,,CityofJoburgZA
11253,,mphomoerane
11254,,dibax17
11255,,CityPowerJhb
11256,,CityPowerJhb
11257,,spora1
11258,,GeoffMakhubo
11259,,PresidencyZA
11260,,SAHRCommission
11261,,CoJHealth
11262,,GeoffMakhubo
11263,,JHBWater
11264,,CleanerJoburg
11265,,MmakgoadiR
11266,,JHBWater
11267,,Starrubyx
11268,,CityofJoburgZA
11269,,mhlangatpn
11270,,zozitunzi
